reviewer,docID,citation,year,link,mine_type,metals,country,region,location,mine,latitude,longitude,impactID,mitigationID,affected_system,affected_component,affected_factor,impact description,comment,stage_prospecting,stage_exploration,stage_construction,stage_operation,stage_expansion,stage_decommissioning_closure,stage_postclosure,stage_remediation,stage_abandonment,stage_comment,focus,contaminant,est_significance,impact_direction,impact_info_source,mitigation,mitigation_description,mitigation_info_source
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C39,E6M2,5-Societies,5E-Health/wellbeing,5E-Health/safety,The potential risks of accidents are associated with workers behaviour/attitude with their working environment as well as lack of instruction or lack of maintenance of equipment.,,,,Y,NS,NS,NS,NS,,NS,,Local community,NA,Medium,Negative,"Page 170, 183",Yes,Greenland Working Environment Act,Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C39,E6M3,5-Societies,5E-Health/wellbeing,5E-Health/safety,The potential risks of accidents are associated with workers behaviour/attitude with their working environment as well as lack of instruction or lack of maintenance of equipment.,,,,Y,NS,NS,NS,NS,,NS,,Local community,NA,Medium,Negative,"Page 170, 183",Yes,Development and Strict implementation of Health/safety plans and procedures for construction and operation.,Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C39,E6M4,5-Societies,5E-Health/wellbeing,5E-Health/safety,The potential risks of accidents are associated with workers behaviour/attitude with their working environment as well as lack of instruction or lack of maintenance of equipment.,,,,Y,NS,NS,NS,NS,,NS,,Local community,NA,Medium,Negative,"Page 170, 183",Yes,"Continuous Health/safety training for all workers, employees.",Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C39,E6M5,5-Societies,5E-Health/wellbeing,5E-Health/safety,The potential risks of accidents are associated with workers behaviour/attitude with their working environment as well as lack of instruction or lack of maintenance of equipment.,,,,Y,NS,NS,NS,NS,,NS,,Local community,NA,Medium,Negative,"Page 170, 183",Yes,"Contractual requirements to suppliers and contractors regarding safety measures, response time, etc. in order to minimise risk of accidents, appropriate and timely response in case of accidents, emergency evacuation from mine site, etc.",Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C39,E6M6,5-Societies,5E-Health/wellbeing,5E-Health/safety,The potential risks of accidents are associated with workers behaviour/attitude with their working environment as well as lack of instruction or lack of maintenance of equipment.,,,,Y,NS,NS,NS,NS,,NS,,Local community,NA,Medium,Negative,"Page 170, 183",Yes,"Pre-notification of operations, exploration activities or similar and traffic of vessels to local authorities and community in Kapisillit, hunting and fishing groups and users of area",Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C40,E6M1,5-Societies,5E-Health/wellbeing,5E-Health/safety,The potential risks of accidents are associated with workers behaviour/attitude with their working environment as well as lack of instruction or lack of maintenance of equipment.,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,Medium,Negative,"Page 170, 183",Yes,Regulations which promote instruction and supervisions in order to reduce the accidents and to focus on a Health/safety working environment,Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C40,E6M2,5-Societies,5E-Health/wellbeing,5E-Health/safety,The potential risks of accidents are associated with workers behaviour/attitude with their working environment as well as lack of instruction or lack of maintenance of equipment.,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,Medium,Negative,"Page 170, 183",Yes,Greenland Working Environment Act,Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C40,E6M3,5-Societies,5E-Health/wellbeing,5E-Health/safety,The potential risks of accidents are associated with workers behaviour/attitude with their working environment as well as lack of instruction or lack of maintenance of equipment.,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,Medium,Negative,"Page 170, 183",Yes,Development and Strict implementation of Health/safety plans and procedures for construction and operation.,Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C40,E6M4,5-Societies,5E-Health/wellbeing,5E-Health/safety,The potential risks of accidents are associated with workers behaviour/attitude with their working environment as well as lack of instruction or lack of maintenance of equipment.,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,Medium,Negative,"Page 170, 183",Yes,"Continuous Health/safety training for all workers, employees.",Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C40,E6M5,5-Societies,5E-Health/wellbeing,5E-Health/safety,The potential risks of accidents are associated with workers behaviour/attitude with their working environment as well as lack of instruction or lack of maintenance of equipment.,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,Medium,Negative,"Page 170, 183",Yes,"Contractual requirements to suppliers and contractors regarding safety measures, response time, etc. in order to minimise risk of accidents, appropriate and timely response in case of accidents, emergency evacuation from mine site, etc.",Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C40,E6M6,5-Societies,5E-Health/wellbeing,5E-Health/safety,The potential risks of accidents are associated with workers behaviour/attitude with their working environment as well as lack of instruction or lack of maintenance of equipment.,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,Medium,Negative,"Page 170, 183",Yes,"Pre-notification of operations, exploration activities or similar and traffic of vessels to local authorities and community in Kapisillit, hunting and fishing groups and users of area",Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C41,E6M1,5-Societies,5E-Health/wellbeing,5E-Health/safety,Pressure on public health system due to increased demand on diagnostic and treatment medical services that cannot be provided on site,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,NS,NS,Page 183,Yes,All workers and contractors are covered by private health insurances. Services provided by the public system can be refunded as appropriated.,Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C41,E6M2,5-Societies,5C-Service & infrastructure,5C-Public health,Pressure on public health system due to increased demand on diagnostic and treatment medical services that cannot be provided on site,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,NS,NS,Page 183,Yes,"Develop clear criteria and conditions for use of local health services; communicate these to health providers and assess the need for supplementing capacity where necessary (upgrading of services or Infrastructure, specific training of staff, etc.), in cooperation with local authorities.",Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C41,E6M3,5-Societies,5C-Service & infrastructure,5C-Public health,Pressure on public health system due to increased demand on diagnostic and treatment medical services that cannot be provided on site,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,NS,NS,Page 183,Yes,Establish contact with local health service and work out cooperation between both parties.,Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C41,E6M4,5-Societies,5C-Service & infrastructure,5C-Public health,Pressure on public health system due to increased demand on diagnostic and treatment medical services that cannot be provided on site,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,NS,NS,Page 183,Yes,Maintain updates statistics on the use of health services in Greenland,Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C41,E6M5,5-Societies,5C-Service & infrastructure,5C-Public health,Pressure on public health system due to increased demand on diagnostic and treatment medical services that cannot be provided on site,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,NS,NS,Page 183,Yes,"Recommended obligatory health screening of workers also during construction phase, as a minimum, screening for transmittable diseases.",Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C41,E6M6,5-Societies,5C-Service & infrastructure,5C-Public health,Pressure on public health system due to increased demand on diagnostic and treatment medical services that cannot be provided on site,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,NS,NS,Page 183,Yes,"Where feasible, repatriate the affected worker to Island, Denmark or their country of residence.",Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C42,E6M1,5-Societies,5C-Service & infrastructure,5C-Public health,"Increased availability of private dental, physiotherapy services, etc.",,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,NS,NS,Page 183,Yes,All workers and contractors are covered by private health insurances. Services provided by the public system can be refunded as appropriated.,Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C42,E6M2,5-Societies,5C-Service & infrastructure,5C-Public health,"Increased availability of private dental, physiotherapy services, etc.",,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,NS,NS,Page 183,Yes,"Develop clear criteria and conditions for use of local health services; communicate these to health providers and assess the need for supplementing capacity where necessary (upgrading of services or Infrastructure, specific training of staff, etc.), in cooperation with local authorities.",Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C42,E6M3,5-Societies,5C-Service & infrastructure,5C-Public health,"Increased availability of private dental, physiotherapy services, etc.",,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,NS,NS,Page 183,Yes,Establish contact with local health service and work out cooperation between both parties.,Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C42,E6M4,5-Societies,5C-Service & infrastructure,5C-Public health,"Increased availability of private dental, physiotherapy services, etc.",,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,NS,NS,Page 183,Yes,Maintain updates statistics on the use of health services in Greenland,Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C42,E6M5,5-Societies,5C-Service & infrastructure,5C-Public health,"Increased availability of private dental, physiotherapy services, etc.",,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,NS,NS,Page 183,Yes,"Recommended obligatory health screening of workers also during construction phase, as a minimum, screening for transmittable diseases.",Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C42,E6M6,5-Societies,5C-Service & infrastructure,5C-Public health,"Increased availability of private dental, physiotherapy services, etc.",,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,NS,NS,Page 183,Yes,"Where feasible, repatriate the affected worker to Island, Denmark or their country of residence.",Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C43,E6M1,5-Societies,5C-Service & infrastructure,5C-Public health,Positive pressure for higher quality in health services in general might influence an upgrading in the quality of health services.,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,NS,NS,Page 183,Yes,All workers and contractors are covered by private health insurances. Services provided by the public system can be refunded as appropriated.,Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C43,E6M2,5-Societies,5C-Service & infrastructure,5C-Public health,Positive pressure for higher quality in health services in general might influence an upgrading in the quality of health services.,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,NS,NS,Page 183,Yes,"Develop clear criteria and conditions for use of local health services; communicate these to health providers and assess the need for supplementing capacity where necessary (upgrading of services or Infrastructure, specific training of staff, etc.), in cooperation with local authorities.",Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C43,E6M3,5-Societies,5C-Service & infrastructure,5C-Public health,Positive pressure for higher quality in health services in general might influence an upgrading in the quality of health services.,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,NS,NS,Page 183,Yes,Establish contact with local health service and work out cooperation between both parties.,Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C43,E6M4,5-Societies,5C-Service & infrastructure,5C-Public health,Positive pressure for higher quality in health services in general might influence an upgrading in the quality of health services.,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,NS,NS,Page 183,Yes,Maintain updates statistics on the use of health services in Greenland,Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C43,E6M5,5-Societies,5C-Service & infrastructure,5C-Public health,Positive pressure for higher quality in health services in general might influence an upgrading in the quality of health services.,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,NS,NS,Page 183,Yes,"Recommended obligatory health screening of workers also during construction phase, as a minimum, screening for transmittable diseases.",Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C43,E6M6,5-Societies,5C-Service & infrastructure,5C-Public health,Positive pressure for higher quality in health services in general might influence an upgrading in the quality of health services.,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,NS,NS,Page 183,Yes,"Where feasible, repatriate the affected worker to Island, Denmark or their country of residence.",Page 183
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C44,E6M1,5-Societies,5E-Health/wellbeing,5E-Health/safety,"Risk of transmission of STIs and tuberculosis, mainly via prostitution and sexual contact with the local population",,,,Y,Y,NR,NR,NR,NR,NR,,Local community,NA,Low/medium,Positive/Negative,Page 184,Yes,"During construction, limited contact with local population due to distance
of the construction camp form Nuuk
and Kapisillit, and accessibility limitation",Page 184
